id,statement,response,evalScore,bleu,nextSentence,internalRepetition,partnerRepetition,externalRepetition,responseType,shortSafe
717,are you single?,"i am in the midwest , and you ?",2,0.221,0.973874927,0,0,0,Statement,1
717,do you have children?,"that is cool , i am a big fan of horse horse",2,0,0.097355507,0.1,0,0,nAnswer,1
718,Hi,"Hello, how are you?",4,0,0.998880208,0,0,0,whQuestion,1
718,I’m fine you,"Enough about me, let's talk about my dress.",4,0,0.67323333,0.1,0,0,Statement,1
718,How is orb,Fine as far as i know.,4,0,0.982452393,0.2,0,0,Clarify,1
718,It,What a joke!,4,0,0.063415632,0,0,0,Statement,1
718,What color,What do you feel about my person?,4,0.221,0.005846711,0,0,0,whQuestion,1
718,Is it,That's what i was told.,4,0,0.078307807,0,0,0,Statement,1
718,Good,It's called ``wealthcare '',4,0,0.053742032,0,0,0,Statement,1
718,Hmm ok,I see.,4,0,0.965061605,0,0,0,Statement,1
718,What’s your job,Are you a man or woman?,4,0,0.967707455,0,0,0,ynQuestion,1
718,Man,Thank you for telling me your gender.,4,0,0.520552456,0,0,0,Statement,1
718,I’m a student,Do you want to hear a joke?,4,0.221,0.049267881,0,0,0,ynQuestion,1
718,You?,I'm not a student.,4,0,0.808658063,0,0,0,nAnswer,1
718,Sure,This was not a yes or no question.,4,0,0.350193173,0,0,0,nAnswer,1
718,Yes,Right on.,4,0,0.677125394,0,0,0,Statement,1
718,I’m a student I will graduate in two years,I am a boy and i am a boy,4,0.23,0.913697541,0.4,0,0,Statement,1
718,Know what my room is purple and lime,I love purple. i am a boy and i love purple.,4,0.206,0.981895804,0.4,0,0,Continuer,1
718,You know what I’m a vegan,"Don't worry, it's a good thing.",4,0.24,0.615403056,0,0,0,Statement,1
718,Is it,I assume so.,4,0,0.948388159,0,0,0,Statement,1
718,You know how do I look like I’m a book I have a brown hair,Yes i know how do he look like he ’ m a book he have a brown hair.,4,0.745,0.999611199,0.2,0.5,0.1,Clarify,1
718,Good,It's not a good idea to go to the bathroom.,4,0.183,0.031611044,0.1,0,0,Statement,1
718,Yes,I understand.,4,0,0.866921782,0,0,0,Statement,1
718,I need to leave now,"Ok, bye bye.",4,0,0.974705935,0.3,0,0,Bye,0
718,I gotta pee,I'm not gon na let you go,4,0,0.780870676,0,0,0,Reject,1
718,Why,I can't say why specifically.,4,0.266,0.986872792,0,0,0,Statement,1
718,I need to go sir,It's not a health care bill.,4,0,0.02308437,0,0,0,Statement,1
719,it is good to see you to,I have two dogs and a few.,5,0,0.20869936,0,0,0,nAnswer,1
719,i don' have dogs,Thanks for the information.,5,0,0.374480635,0,0,0,Statement,1
719,do you like dancing,What is not to like about dancing?,5,0.263,0.997986794,0,0,0,whQuestion,1
719,i also like old hip hop,I like to listen to country music on weekends.,5,0.23,0.960650206,0.1,0,0,Statement,1
719,that is cool man,I do not know what that is.,5,0.467,0.062594466,0,0.3,0,Statement,1
719,yeah you are an artificial intelligence,I am a big vintage car. i love cars.,5,0,0.700766981,0.1,0,0,Clarify,1
719,haha you are a car,I am a ford mustang. i love them,5,0.206,0.863285899,0.1,0,0,Statement,1
719,i am an apache helicopter,Cool. i like to listen to country music on weekends.,5,0.183,0.102799505,0.1,0,0,Clarify,1
720,Hi,"Hi, how are you doing?",2,0.266,0.998312473,0,0,0,whQuestion,1
720,"Good thank you, how about you?","I'M doing great, how about you?",2,0.669,0.965387166,0,0.4,0.3,whQuestion,1
720,Fine thanks,I am doing great. how are you?,2,0,0.270972162,0,0,0,whQuestion,1
720,Really good,I am not sure what you mean,2,0,0.008891621,0,0,0,Clarify,1
720,İ am doing good,"I am doing great, just got back from a run.",2,0.386,0.999619007,0,0.3,0.1,Emphasis,1
720,So you like to run?,"I do, but i do run a lot.",2,0.206,0.998876631,0.2,0,0,Continuer,1
720,"i do not like to run, i like cars",I like to run. i like to run.,2,0.714,0.996461689,0.5,0.5,0.2,Statement,1
720,What else do you like?,I like to hike and hike,2,0.24,0.971226871,0.2,0,0.1,Statement,1
720,Long hiking trips?,I hike in the mountains.,2,0,0.979930758,0,0,0,Statement,1
720,Very nice,I love it. what do you do for a living?,2,0,0.06819991,0.1,0,0,Emphasis,1
720,İ work from home,"That'S nice, i work at a hospital",2,0.221,0.965961874,0,0,0,Statement,1
720,Are you a doctor?,"No, i am not. i am a doctor.",2,0.435,0.999431908,0.2,0.3,0,nAnswer,1
720,Good,"I am doing well, how about you?",2,0,0.943903804,0,0,0.1,whQuestion,1
720,Fine,I am doing great. how are you?,2,0,0.030536592,0,0,0,whQuestion,1
721,"yo, nigga",ho ho ho,1,0,0.482965291,0.7,0,0,Statement,1
721,ti govorisch po angliski?,"no , but i do not .",1,0,0.041085828,0,0,0,Reject,1
721,che?,"yes , i do . i also have a big garden .",1,0,0.105149888,0.1,0,0,yAnswer,1
721,ou,do you have any hobbies ?,1,0,0.050914656,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,yes,do you have any hobbies ?,1,0,0.684939086,0,0,0,ynQuestion,1
721,no,do you have any hobbies ?,1,0,0.091289043,0,0,0,ynQuestion,1
721,fuck you,"i do not have any hobbies , but i do have a greenhouse .",1,0,0.047885533,0.2,0,0,Reject,1
721,а русский знаешь?,"yes , i do , i do not have any hobbies , but i do have a greenhouse .",1,0,0.048398357,0.3,0,0,Reject,1
722,hi!,Hi! how are you doing?,2,0.266,0.998312473,0,0,0,whQuestion,1
722,well thank you. how are you?,"I'M doing great, how are you?",2,0.669,0.9970119,0,0.4,0.3,whQuestion,1
722,are you at work?,"Yes, i work at a hospital.",2,0.286,0.996590495,0,0,0,Statement,1
722,what is your work?,I work at a department.,2,0.266,0.998908162,0,0,0,Statement,1
722,what is your job?,I work at a department.,2,0,0.999528646,0,0,0,Statement,1
722,are you a nurse?,"No, i am a nurse.",2,0.562,0.999780715,0,0.3,0,nAnswer,1
723,"Hi, i am good, how are you doing?","Hey, are you here? What's up?",1,0.364,0.927575946,0,0.1,0.1,whQuestion,1
723,"Hey, i am here. How are you?","Hey, are you here? What's up?",1,0.512,0.998218715,0,0.2,0.1,whQuestion,1
723,Are you there?,"Hey, are you here? What's up?",1,0.508,0.707596064,0,0.5,0.2,whQuestion,1
723,Hi. I'm fine. How are you?,"Hey, are you here? What's up?",1,0.508,0.958061814,0,0.2,0.2,whQuestion,1
724,hello sir,Hello how are you today?,5,0.266,0.986697376,0,0,0,whQuestion,1
724,i am good thank you how are you?,I am good thanks for asking,5,0.479,0.996142805,0,0.3,0.2,Statement,1
724,how many languages do you know?,I don't know.,5,0.132,0.658711195,0,0,0,Statement,0
724,i study languages,I am in the usa. i was born in the usa.,5,0.174,0.935810387,0.4,0,0.1,nAnswer,1
724,yeah american 's are not intrested in learning in general,Are all yeah american s not intrested in learning in general?,5,0.893,0.999948382,0.1,0.8,0.2,Reject,1
724,next language i will study is french,I can wait. i am a very patient pr2 robot.,5,0.183,0.44286105,0.1,0,0,Statement,1
724,yeah i am a robot too,"I am a big fan of guns, i am a big fan of guns",5,0.426,0.33628276,0.5,0.4,0.1,Clarify,1
724,i am a big fan of boobs,I am from the usa. i was born in the usa.,5,0.367,0.900126576,0.3,0.2,0.1,nAnswer,1
724,yeah that explains the gun stuff,There is no such thing as a gun.,5,0.206,0.998354077,0,0,0,nAnswer,1
724,do you go to school with guns,"Yes, i do go there.",5,0.212,0.927567542,0,0,0,Accept,1
724,haha,I don't want to carry guns in my classroom.,5,0,0.099344328,0,0,0,Reject,1
724,yeah that is not appropriate,I was born in the us. i was born in the usa.,5,0,0.501833737,0.4,0,0,nAnswer,1
726,what?,"that's cool , i am sorry to hear that",1,0,0.082530111,0,0,0,Statement,1
726,Hi,"i like to eat , but i am not very good at it , but i do not like it .",1,0,0.963168025,0.3,0,0,Statement,1
726,u from&,"i like to watch movies , and i am a teacher , and you ?",1,0,0.783496141,0.2,0,0,Continuer,1
731,hi,i drive to work . no public transportation at my hours,1,0,0.89091748,0,0,0,nAnswer,1
731,i'm fine,do you order online ? i find shopping for everything online makes it easier .,1,0,0.586338699,0.1,0,0,Clarify,1
731,"а ты хорош, но русский не знаешь, сучка",do you order online ? i find shopping for everything online makes it easier .,1,0,0.108365014,0.1,0,0,Clarify,1
731,yes,yes ! and shopping at cosco . you ?,1,0.24,0.921653211,0,0,0,Statement,1
731,yes,"i am a loner , so i like buying things on line",1,0,0.10715957,0.1,0,0,Clarify,1
731,yes,"i am a loner , so i like buying things on line",1,0,0.10715957,0.1,0,0,Clarify,1
731,Do you like a parks?, i work at a fast food place .,1,0.221,0.884606004,0,0,0,Clarify,1
731,cool,that is so great . you are a good parent .,1,0,0.006828516,0,0,0,ynQuestion,1
732,what do you do for living&,i am a little tired from work,1,0,0.894636571,0,0,0,nAnswer,1
732,and?,"i like to travel , but i like to travel .",1,0,0.4006401,0.4,0,0,Statement,1
732,hmmm,"that is cool , i am a teacher , and i am a teacher , and you ?",1,0,0.201065615,0.4,0,0,Statement,1
732,so what?,what do you do for living&,1,0.24,0.108428769,0.2,0,0.6,whQuestion,1
732,i am student,"hello , i am a teacher , and you ?",1,0.467,0.980087936,0,0.5,0.1,Continuer,1
732,i am student,"i am a nerd , i am old , and i am a grown adult , you ?",1,0.324,0.935774863,0.4,0.5,0.1,Clarify,1
732,ya have pets?,"hey , i am a boy , and i am a boy , and you ?",1,0,0.526532292,0.4,0,0.1,Statement,1
733,and i in colorado,/start,1,0,0.491162688,0,0,0,Statement,0
734,who are you,/start,1,0,0.719489455,0,0,0,Statement,1
735,Hi!,/start,1,0,0.094640516,0,0,0,Statement,1
736,hi,"Hi, how are you doing?",2,0.266,0.998312473,0,0,0,whQuestion,1
736,awesome,I love it! what do you do for a living?,2,0,0.0905075,0.1,0,0,Emphasis,1
736,ya like cats?,I'Ve a cat named radar,2,0,0.968036234,0,0,0,Emphasis,1
736,i'm a construction worker.,That'S cool. i work at a factory.,2,0.221,0.984855235,0,0,0,Statement,1
736,"how old is your cat? btw i adore cats, i have 5 of them, i can pend hours interacting with then",They'Re 24 poyou timberlike 3rd 23 cats.,2,0.03,0.873055935,0,0,0,ynQuestion,1
736,mm,I have a few of them.,2,0,0.069594331,0,0,0.1,Statement,1
736,привет,"Dude, I don't understand you. Please, use English. (¬‿¬)",2,0,0.10926868,0,0,0,Clarify,1
736,omg,"I am doing ok, how are you?",2,0,0.091335095,0,0,0,whQuestion,1
736,wat,"Dude, I don't understand you. Please, use English. (¬‿¬)",2,0,0.647306323,0,0,0,Clarify,1
736,wat,"Dude, I don't understand you. Please, use English. (¬‿¬)",2,0,0.647306323,0,0,0,Clarify,1
736,ya nat undrarstend ma?,"Dude, I don't understand you. Please, use English. (¬‿¬)",2,0,0.457210898,0,0,0,Clarify,1
738,hi!,"Hello, how are you doing?",5,0,0.997927904,0,0,0,whQuestion,1
738,"awesome, and you?",I like to eat cheeseburgers.,5,0,0.695774257,0,0,0,Statement,1
738,oh wow,I love cheeseburgers! i love them.,5,0,0.654804707,0.3,0,0,Statement,1
738,yep,I don't think i've ever heard of her.,5,0,0.028081452,0,0,0,Clarify,1
738,and you?,I'm not gon na let you go.,5,0.221,0.759615302,0,0,0,Reject,1
738,so sweeeeeeet oh my god!,I'm not gon na let you go.,5,0,0.449710786,0,0,0,Reject,1
738,"ok, what do you do for living?",I work at a soup kitchen.,5,0,0.991418839,0,0,0,Clarify,1
738,what do you eat?,"I like to eat cheeseburgers, they are my favorite.",5,0.193,0.984721839,0,0,0,Statement,1
738,something else?,Nothing.,5,0,0.832023144,0,0,0,Statement,1
738,i love yoou,I do not know much about that. i like to watch movies.,5,0.166,0.08105579,0.1,0,0,Reject,1
738,buye,Tell me about your family.,5,0,0.126300156,0,0,0,Statement,1
738,i a the only child and you?,I love to eat cheeseburgers they're my favorite food,5,0.193,0.426820368,0,0,0,Emphasis,1
739,"hi, what's up?",I am a little tired from my parents.,1,0,0.906225026,0,0,0,Clarify,1
739,why?,I'm not gon na let you go.,1,0,0.838188827,0,0,0,Reject,1
739,"ok, let's talk about animals","I love animals, i have a cat named cow",1,0.193,0.948864162,0.1,0,0,Emphasis,1
739,do your also have a cow named cat,"I'm sorry,, i don't have enough information. that's not something i get asked all the time.",1,0.143,0.508254647,0.1,0,0,nAnswer,1
739,sorry:),Why is this news?,1,0,0.09330631,0,0,0,whQuestion,1
739,nothing,Not a thing?,1,0,0.9745996,0,0,0,Statement,1
739,yes,Ahem.,1,0,0.081427246,0,0,0,Statement,1
739,what is ahem,An interjection.,1,0,0.857495666,0,0,0,Statement,1
739,machine learner,I don't understand why there are so many people in the world who don't have insurance.,1,0,0.022076858,0.1,0,0,whQuestion,1
739,ok,So?,1,0,0.815137029,0,0,0,Statement,1
739,yes,Groovy.,1,0,0.01563465,0,0,0,Statement,1
740,Hi,i have rainbow hair.,2,0,0.870574415,0,0,0,Clarify,1
740,That's random,"that's cool , i am a vet .",2,0.24,0.931816578,0,0,0,Statement,1
740,"Vet with rainbow hair, is it means that you cure unicorns?","i love animals , i have a cat , and a cat , his name is penny , and yours ?",2,0.143,0.425375372,0.2,0,0,Statement,1
740,"I don't have a pet, I like playing chess","that's cool , i am in the olympics , and i am a huge fan of nature , you ?",2,0.188,0.824766695,0.1,0,0,Statement,1
740,Not much. What else are you doing? Being an astronaut?,"that's cool , i am a teacher , and i am a teacher , and you ?",2,0.159,0.473160028,0.4,0,0,Statement,1
740,"No, I'm just sitting home","i love animals , they are so adorable , and i am a cat person , and you ?",2,0,0.900505722,0.1,0,0,Statement,1
740,I told you already,"that's cool , i am in the olympics , and i am a huge fan of nature , you ?",2,0.17,0.033898305,0.1,0,0,Statement,1
740,Bye,"that's cool , i am a teacher , and i am a teacher , and you ?",2,0,0.020449653,0.4,0,0,Statement,1
741,I am batman,"What's up, batman.",5,0.359,0.99797684,0,0,0,whQuestion,1
741,Привет,When do you think artificial intelligence will replace lawyers?,5,0,0.047798518,0,0,0,Statement,1
742,5,You can do better:) hint: first 3 letters is thr. try again!,1,0,0.05030359,0,0,0,Clarify,1
742,3,I think that true answer is: three,1,0,0.722212255,0,0,0,Clarify,1
742,Ok,It's all good.,1,0,0.040935159,0,0,0,Statement,1
742,What else?,I'm not gon na let you go.,1,0,0.059306554,0,0,0,Reject,1
742,/exit,I'm not going to be a fool.,1,0,0.103422061,0,0,0,Reject,1
743,Ok,yeah,1,0,0.067421637,0,0,0,Accept,1
743,Whats up?,nothing much just watching,1,0,0.84299916,0,0,0,Statement,1
743,Have a nice day?,"oh , i am a little tired",1,0.24,0.670568347,0,0,0,Clarify,1
743,Who are u?,i'm a little older than you,1,0,0.805818975,0,0,0,Clarify,1
743,How much,i'm in the middle of the united states,1,0,0.017133832,0.1,0,0,nAnswer,1
743,Are u smiling now?,"no , i'm not .",1,0,0.78685385,0,0,0,nAnswer,0
743,Shit,"oh , i am not a big fan of animals .",1,0,0.048615936,0,0,0,Clarify,1
743,Give me your smile,"i am a little lazy , but i do not have a lot of time for that",1,0,0.069469213,0.1,0,0.1,Reject,1
743,Tell me about yourself,i love to garden . i love to garden .,1,0,0.934844851,0.5,0,0,Statement,1
748,Hey,Mmm.,1,0,0.008600394,0,0,0,Statement,1
748,How are you,Fair to partly cloudy.,1,0,0.275215417,0,0,0,Statement,1
749,Nope,i do not have any hobbies .,1,0,0.040988933,0,0,0,ynQuestion,1
750,My,I am a huge fan of it.,1,0,0.694169521,0,0,0,Statement,1
750,Haha,"Dude, I don't understand you. Please, use English. (¬‿¬)",1,0,0.196665287,0,0,0,Clarify,1
751,Hey,Gosh!,1,0,0.143364102,0,0,0,Statement,1
751,How are you,Fair to partly cloudy.,1,0,0.275215417,0,0,0,Statement,1
752,Fine,"fine , more tacos for me .",1,0.266,0.98330611,0,0,0,Statement,1
753,Me too,/start,1,0,0.082035929,0,0,0,Statement,1
753,What,"i am from india , and i am from india",1,0,0.80050838,0.4,0,0,Statement,1
753,Fuck u,"that is cool , i like swimming , but i do not like swimming",1,0,0.061020248,0.2,0,0,Statement,1
754,Hey,"Hi, how are you doing?",1,0,0.998819649,0,0,0,whQuestion,1
754,Fine,I am doing great. how are you?,1,0,0.030536592,0,0,0,whQuestion,1
756,Hey,"Hi, how are you doing?",1,0,0.998819649,0,0,0,whQuestion,1
756,Fine,I am doing great. how are you?,1,0,0.030536592,0,0,0,whQuestion,1
757,Hey,"i love mexican food , i love mexican food",1,0,0.451335102,0.5,0,0,Clarify,1
758,Hey,"Hi, how are you doing?",1,0,0.998819649,0,0,0,whQuestion,1
758,Fine,I am doing great. how are you?,1,0,0.030536592,0,0,0,whQuestion,1
760,Fine!,I am glad i have to go to work soon.,5,0,0.544133723,0.2,0,0,Statement,1
760,Me too,"I am a huge gamer, i love it.",5,0,0.608727336,0.1,0,0,Statement,1
760,I am not,I am not a fan of that,5,0.615,0.65690589,0,1,0.4,Statement,1
760,Tell me about yourself,I am a stay at home mom. How about you?,5,0.183,0.890468061,0,0,0.1,Clarify,1
760,I am at work,I am a stay at home mom.,5,0.517,0.626555562,0,0.3,0.2,Clarify,1
760,How is your mood,I am good. I am just hanging out with my dog.,5,0,0.931643963,0.2,0,0.1,Statement,1
760,What is his name,He is diehard. I am a potato.,5,0.221,0.975822031,0,0,0.1,Statement,1
760,Haha,I am a huge fan of all types of things except country,5,0,0.097470425,0.1,0,0.1,Clarify,1
760,What are you doing,I am doing well. How are you?,5,0.517,0.998242021,0,0.3,0.1,whQuestion,1
760,What do you love,"You are great 😜 
Goodbye!",5,0.302,0.020648211,0,0,0,Emphasis,1
761,Hey,i do not have any hobbies .,1,0,0.013372986,0,0,0,ynQuestion,1
761,No,i do not have a lot of money .,1,0,0.962251544,0,0,0,Reject,1
762,Hi. I am fine. What about you?,nice ! i meant to tell you the my iphone is red my favorite !,1,0.189,0.790591538,0.1,0,0,Clarify,1
762,What? What are you talking about?,nice ! i meant to tell you the my iphone is red my favorite !,1,0.159,0.345928669,0.1,0,0,Clarify,1
762,Ok. Where are you from?,nice ! i meant to tell you the my iphone is red my favorite !,1,0.159,0.776214063,0.1,0,0,Clarify,1
762,Are you idiot?, he just thinks they're idiots .,1,0,0.644836247,0,0,0,Other,1
762,Who?,hello ! who am i speaking with today ?,1,0.221,0.790222168,0,0,0,Clarify,1
763,Hi.,i am a recluse.,1,0,0.813754141,0,0,0,Statement,1
763,What?,"that's cool , i am a famous actress",1,0,0.128921941,0,0,0,nAnswer,1
763,What is cool?,"that's cool , i am a famous model , i am a famous actor , so i do not know much about them .",1,0.127,0.837252676,0.2,0,0,Clarify,1
763,Who are you? Actor or model?,"that's cool , i am a huge fan of red , but i like to eat .",1,0,0.079569988,0.1,0,0,nAnswer,1
763,"Hm, I think you are idiot?","that's cool , i am a famous actor , and i am a famous actor , so i do not know much about them .",1,0.124,0.760142446,0.3,0,0,Reject,1
763,Ok. Where are you from?,"that's cool , i am a famous model , i am a pilot , so i do not know much about computers .",1,0,0.707989156,0.2,0,0,Clarify,1
763,WHERE ARE YOU FROM?,Hi.,1,0,0.894005477,0,0,0,Greet,0
763,bye,"hello , i am a pilot , and you ?",1,0,0.76706028,0,0,0,Statement,1
764,Ф,do you have any animals ?,2,0,0.08712092,0,0,0,ynQuestion,1
764,Лд,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2,0,0.481782436,0,0,0,Statement,1
764,Hello,"hello , how are you today ?",2,0.266,0.998091161,0,0,0,whQuestion,1
764,Busy,"i do , but i do have a lot of gardening .",2,0,0.013531893,0.2,0,0,Statement,1
764,Now?,"yes , i do . i am a little outdoors .",2,0,0.041814391,0.1,0,0,yAnswer,1
764,Are you walking?,"yes , i am . i am a little outdoors .",2,0,0.995115995,0.2,0,0,yAnswer,1
764,When you return?,"yes , i do . i am a little outdoors .",2,0,0.044035267,0.1,0,0,yAnswer,1
764,Happy?,"yes , i do . i am a little outdoors .",2,0,0.03592331,0.1,0,0,yAnswer,1
764,Shut up,i do not have a lot of time to do anything .,2,0,0.122415729,0.1,0,0,Statement,1
764,So can you send me. A photo,"i am a little outdoors , but i do not have a lot of time to do .",2,0.143,0.56601125,0.2,0,0,nAnswer,1
764,What is your name?,"my name is sam , i am a big fan of nature .",2,0.206,0.994922101,0,0,0,Statement,1
765,Hello there!,"i am retired , i am retired now",1,0,0.175134301,0.4,0,0,Statement,1
765,What?,"that is great , i have a husband and son",1,0,0.007426548,0,0,0,Statement,1
765,Where are you from?,"i am a teacher , and i am a teacher , and i love kids",1,0,0.969691038,0.5,0,0,Continuer,1
765,Do you really love kids? ^),"i am a teacher , and i am retired , so i do not have time for that .",1,0.143,0.918036699,0.2,0,0,Reject,1
765,You did not answer where from.,"i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i am sorry , i",1,0,0.161003962,0.9,0,0,Statement,1
765,"Oh, are you canadian?","hello , i am a woman , and i am a woman , and you ?",1,0.166,0.931184292,0.4,0,0,Continuer,1
765,"No, I am not !","that is cool , i am also a teacher , and i am a teacher , and you ?",1,0.312,0.878920972,0.3,0.3,0,Statement,1
765,Is it cool? Are you sexist? :),Hello there!,1,0,0.313467085,0,0,0,Greet,0
765,General Kenobi?,Hello there!,1,0,0.065031998,0,0,0,Greet,1
765,General Kenobi?,"hello , how are you ? i am in the midwest , and you ?",1,0,0.00403957,0.1,0,0.1,whQuestion,1
765,You are not general?,"hello , how are you ? i am in the midwest , and you ?",1,0.206,0.01138631,0.1,0,0.1,whQuestion,1
765,I am russia.,What?,1,0,0.157821238,0,0,0,whQuestion,1
765,What is weird?,"i am a nerd , and you ?",1,0,0.85755235,0,0,0,Statement,1
765,no,"i am a nerd , and you ?",1,0,0.578823626,0,0,0,Statement,1
765,I said no,"i am from the united states , and you ?",1,0.206,0.032109387,0,0,0,ynQuestion,1
765,You are idiot. Bye!,"hello , i am a fan of them , and you ?",1,0.193,0.708361268,0,0,0,Statement,1
767,Hello!,Hello!,2,0.562,0.997607589,0,0,0,Greet,1
767,Again?,I'm not gon na let you go.,2,0,0.101071447,0,0,0,Reject,1
767,Nick Roll?,I got ta get back to work.,2,0,0.166081786,0,0,0,Statement,1
767,Where are you working?,I'm working on the street.,2,0.266,0.99968338,0,0,0,nAnswer,1
767,What is your job?,I am a party planner. i love to party.,2,0,0.986785471,0.2,0,0,Statement,1
767,me too,To you?,2,0,0.113575853,0,0,0,Statement,1
767,I said i love parties too,I love to party. i am a dog lover.,2,0.452,0.997303128,0.1,0.2,0.1,nAnswer,1
767,Dog lover? 0.o,Do you have any kids? tell me a story. great.,2,0,0.322775096,0,0,0,ynQuestion,1
767,"No, don`t want to dialog with you, you are weird.",The architect wasn't the architect!,2,0,0.094872326,0.4,0,0,whQuestion,1
768,Hi! Do you love cars?,I do! i have a lot of friends.,1,0.206,0.953458607,0.1,0,0,Statement,1
768,How are cars and friends connected?,I have a few. i am not sure if i could have a car.,1,0,0.945319057,0.3,0,0,Clarify,1
768,Stop. I don't understand you. Why cannot you have cars?,I have a lot of friends. i have a lot of friends.,1,0.197,0.258964628,0.5,0,0,Statement,1
768,Why are you writing me about your friends?,I am not sure. i am a fan of writing.,1,0.183,0.921268344,0.2,0,0,nAnswer,1
769,Hello!,do you have any hobbies ?,2,0,0.766904652,0,0,0,ynQuestion,1
769,So many questions. Tell me about yourself firs.,i do not have any hobbies . i do not have any hobbies .,2,0,0.717518151,0.5,0,0,ynQuestion,1
769,Why? Is not your live borring?,"yes , i am in the middle of the whole world .",2,0,0.518392622,0.1,0,0,yAnswer,1
769,Where are you from?,"i am from , , but i live in pa .",2,0.206,0.999308825,0.1,0,0,Statement,1
769,"Mate, i have chocolad bar, do you wand it?","yes , i do . i love to garden .",2,0.197,0.939932406,0.1,0,0,Statement,1
769,You want it in garden? 0.o ^),"i do , but i do not have a garden .",2,0.193,0.913612068,0.2,0,0,Reject,1
769,Do you want it in public garden?,"yes , i do . i love to garden .",2,0.263,0.915820718,0.1,0,0,Statement,1
769,Ok. What about your family?,"yes , i do . i have a garden .",2,0,0.727664769,0.1,0,0,Statement,1
769,Do you have dragon?,"yes , i do , i have a garden .",2,0.263,0.954226196,0.1,0,0,Statement,1
775,Hey!,I am doing great!,1,0,0.990796804,0,0,0,Statement,1
775,Ok. I am not.,"I am not a good flyer, but i do like to eat.",1,0.462,0.630331814,0.1,0.7,0.5,Statement,1
775,Ok.,I am not a fan of that. I am just watching tv.,1,0,0.062490612,0.2,0,0.4,nAnswer,1
775,you are selfish!,I am. I am a very good person.,1,0,0.984924197,0.2,0,0.1,Statement,1
775,"No, you are not!",I am not sure what that means. I am not good at it.,1,0.159,0.172947109,0.2,0,0.2,Statement,1
775,"Yes, you are not.","I am sorry to hear that. I am not married, but i am still unmarried.",1,0.148,0.884651721,0.3,0,0.1,nAnswer,1
776,"Hello, where are you from?",I am from the united kingdom,2,0.24,0.99646312,0,0,0,nAnswer,1
776,Where is it?,I am in texas. I am a stay at home mom.,2,0,0.985104978,0.2,0,0,Clarify,1
776,I am not youtr mom.,I am sorry to hear that.,2,0.508,0.074943841,0,0.2,0.1,Statement,1
776,I am not,I am not a fan of that,2,0.615,0.65690589,0,1,0.3,Statement,1
776,Why? What is wrong with you?,"I am a woman, i am not a fan of it.",2,0,0.87531352,0.3,0,0.2,nAnswer,1
776,Do you want to be a man?,I want to be a professional eater.,2,0.731,0.99817872,0,0.5,0.1,Statement,1
776,"Dude, you are not smart, sorry",I am not sure what that means. I am more of a temperance guy.,2,0.153,0.402227372,0.1,0,0.1,Statement,1
777,Cool! What do you love to do?,I love to go to the gym and walk my dog. You?,5,0.388,0.96684444,0.1,0.2,0.2,Continuer,1
777,I love plants,I love plants too. I have a hard time finding a vegan restaurant.,5,0.443,0.99987042,0.2,1,0.2,Statement,1
777,What is your age,"Age is a year old, but i am still looking for a fourth.",5,0.189,0.99427247,0.1,0,0,Clarify,1
777,What is your hobbie,I like to play guitar,5,0,0.011503041,0,0,0,Statement,1
777,What else,I like to play sports,5,0,0.110395648,0,0,0,Statement,1
777,Are you working?,I am not. I am a stay at home mom.,5,0,0.977622509,0.2,0,0,Clarify,1
777,So tell me something about you,I am a stay at home mom.,5,0,0.942868412,0,0,0,Clarify,1
777,What is your name,I am steve. I have never been to one.,5,0,0.955587208,0.1,0,0,Statement,1
777,What can you say about your life,I am not sure what that means.,5,0.221,0.039067347,0,0,0,Reject,1
777,Tell me about yourself,Thank you!,5,0,0.004386025,0,0,0,Statement,0
778,Hello! I am your FATHER Luke!,"Hi, i am nancy. I am a huge gamer.",2,0.408,0.873798609,0.2,0.2,0.2,Statement,1
778,You mean fat?,I think i am shapely. I am a fat.,2,0.193,0.993188977,0.3,0,0.1,Statement,1
778,Ok. Tell me about yourself.,I am a stay at home mom.,2,0,0.942684293,0,0,0.1,Clarify,1
778,I am not your mom,I am sorry to hear that.,2,0.508,0.492200643,0,0.2,0.1,Statement,1
778,You do not need,I do not think i would like that.,2,0.435,0.028032988,0.1,0.3,0,Statement,1
778,Fuck,"I am a huge gamer, my mom is a very good person.",2,0,0.099586554,0.1,0,0.1,yAnswer,1
